,timestamp,electricity,data_source
0,2021-05-31 00:30:00,4.05,1a Carpenters Place
1,2021-05-31 01:00:00,4.06,1a Carpenters Place
2,2021-05-31 01:30:00,4.05,1a Carpenters Place
3,2021-05-31 02:00:00,4.05,1a Carpenters Place
4,2021-05-31 02:30:00,4.07,1a Carpenters Place
5,2021-05-31 03:00:00,4.07,1a Carpenters Place
6,2021-05-31 03:30:00,4.07,1a Carpenters Place
7,2021-05-31 04:00:00,4.07,1a Carpenters Place
8,2021-05-31 04:30:00,4.06,1a Carpenters Place
9,2021-05-31 05:00:00,4.06,1a Carpenters Place
10,2021-05-31 05:30:00,4.04,1a Carpenters Place
11,2021-05-31 06:00:00,4.05,1a Carpenters Place
12,2021-05-31 06:30:00,4.05,1a Carpenters Place
13,2021-05-31 07:00:00,4.04,1a Carpenters Place
14,2021-05-31 07:30:00,4.04,1a Carpenters Place
15,2021-05-31 08:00:00,3.85,1a Carpenters Place
16,2021-05-31 08:30:00,3.8,1a Carpenters Place
17,2021-05-31 09:00:00,3.79,1a Carpenters Place
18,2021-05-31 09:30:00,3.79,1a Carpenters Place
19,2021-05-31 10:00:00,3.78,1a Carpenters Place
20,2021-05-31 10:30:00,3.78,1a Carpenters Place
21,2021-05-31 11:00:00,3.79,1a Carpenters Place
22,2021-05-31 11:30:00,3.85,1a Carpenters Place
23,2021-05-31 12:00:00,3.85,1a Carpenters Place
24,2021-05-31 12:30:00,3.86,1a Carpenters Place
25,2021-05-31 13:00:00,3.85,1a Carpenters Place
26,2021-05-31 13:30:00,3.84,1a Carpenters Place
27,2021-05-31 14:00:00,3.84,1a Carpenters Place
28,2021-05-31 14:30:00,3.84,1a Carpenters Place
29,2021-05-31 15:00:00,3.84,1a Carpenters Place
30,2021-05-31 15:30:00,3.85,1a Carpenters Place
31,2021-05-31 16:00:00,3.84,1a Carpenters Place
32,2021-05-31 16:30:00,3.84,1a Carpenters Place
33,2021-05-31 17:00:00,3.83,1a Carpenters Place
34,2021-05-31 17:30:00,3.83,1a Carpenters Place
35,2021-05-31 18:00:00,3.83,1a Carpenters Place
36,2021-05-31 18:30:00,3.85,1a Carpenters Place
37,2021-05-31 19:00:00,3.85,1a Carpenters Place
38,2021-05-31 19:30:00,3.85,1a Carpenters Place
39,2021-05-31 20:00:00,3.85,1a Carpenters Place
40,2021-05-31 20:30:00,3.84,1a Carpenters Place
41,2021-05-31 21:00:00,3.84,1a Carpenters Place
42,2021-05-31 21:30:00,3.85,1a Carpenters Place
43,2021-05-31 22:00:00,3.85,1a Carpenters Place
44,2021-05-31 22:30:00,3.85,1a Carpenters Place
45,2021-05-31 23:00:00,3.86,1a Carpenters Place
46,2021-05-31 23:30:00,3.85,1a Carpenters Place
47,2021-06-01 00:00:00,3.86,1a Carpenters Place
0,2021-06-01 00:30:00,3.86,1a Carpenters Place
1,2021-06-01 01:00:00,3.85,1a Carpenters Place
2,2021-06-01 01:30:00,3.86,1a Carpenters Place
3,2021-06-01 02:00:00,3.86,1a Carpenters Place
4,2021-06-01 02:30:00,3.85,1a Carpenters Place
5,2021-06-01 03:00:00,3.85,1a Carpenters Place
6,2021-06-01 03:30:00,3.85,1a Carpenters Place
7,2021-06-01 04:00:00,3.85,1a Carpenters Place
8,2021-06-01 04:30:00,3.85,1a Carpenters Place
9,2021-06-01 05:00:00,3.84,1a Carpenters Place
10,2021-06-01 05:30:00,3.84,1a Carpenters Place
11,2021-06-01 06:00:00,3.84,1a Carpenters Place
12,2021-06-01 06:30:00,3.84,1a Carpenters Place
13,2021-06-01 07:00:00,3.85,1a Carpenters Place
14,2021-06-01 07:30:00,3.85,1a Carpenters Place
15,2021-06-01 08:00:00,3.84,1a Carpenters Place
16,2021-06-01 08:30:00,3.84,1a Carpenters Place
17,2021-06-01 09:00:00,3.85,1a Carpenters Place
18,2021-06-01 09:30:00,3.84,1a Carpenters Place
19,2021-06-01 10:00:00,3.84,1a Carpenters Place
20,2021-06-01 10:30:00,3.82,1a Carpenters Place
21,2021-06-01 11:00:00,3.82,1a Carpenters Place
22,2021-06-01 11:30:00,3.85,1a Carpenters Place
23,2021-06-01 12:00:00,3.84,1a Carpenters Place
24,2021-06-01 12:30:00,3.84,1a Carpenters Place
25,2021-06-01 13:00:00,3.83,1a Carpenters Place
26,2021-06-01 13:30:00,3.82,1a Carpenters Place
27,2021-06-01 14:00:00,3.83,1a Carpenters Place
28,2021-06-01 14:30:00,3.83,1a Carpenters Place
29,2021-06-01 15:00:00,3.83,1a Carpenters Place
30,2021-06-01 15:30:00,3.82,1a Carpenters Place
31,2021-06-01 16:00:00,3.82,1a Carpenters Place
32,2021-06-01 16:30:00,3.83,1a Carpenters Place
33,2021-06-01 17:00:00,3.82,1a Carpenters Place
34,2021-06-01 17:30:00,3.81,1a Carpenters Place
35,2021-06-01 18:00:00,3.82,1a Carpenters Place
36,2021-06-01 18:30:00,3.83,1a Carpenters Place
37,2021-06-01 19:00:00,3.83,1a Carpenters Place
38,2021-06-01 19:30:00,3.83,1a Carpenters Place
39,2021-06-01 20:00:00,3.82,1a Carpenters Place
40,2021-06-01 20:30:00,3.82,1a Carpenters Place
41,2021-06-01 21:00:00,3.82,1a Carpenters Place
42,2021-06-01 21:30:00,3.83,1a Carpenters Place
43,2021-06-01 22:00:00,3.84,1a Carpenters Place
44,2021-06-01 22:30:00,3.83,1a Carpenters Place
45,2021-06-01 23:00:00,3.84,1a Carpenters Place
46,2021-06-01 23:30:00,3.84,1a Carpenters Place
47,2021-06-02 00:00:00,3.85,1a Carpenters Place
0,2021-05-31 00:30:00,30.82,Clapham
1,2021-05-31 01:00:00,31.01,Clapham
2,2021-05-31 01:30:00,30.76,Clapham
3,2021-05-31 02:00:00,31.09,Clapham
4,2021-05-31 02:30:00,30.97,Clapham
5,2021-05-31 03:00:00,31.02,Clapham
6,2021-05-31 03:30:00,30.91,Clapham
7,2021-05-31 04:00:00,31.3,Clapham
8,2021-05-31 04:30:00,31.28,Clapham
9,2021-05-31 05:00:00,31.06,Clapham
10,2021-05-31 05:30:00,30.89,Clapham
11,2021-05-31 06:00:00,31.5,Clapham
12,2021-05-31 06:30:00,32.83,Clapham
13,2021-05-31 07:00:00,32.94,Clapham
14,2021-05-31 07:30:00,33.01,Clapham
15,2021-05-31 08:00:00,30.36,Clapham
16,2021-05-31 08:30:00,18.67,Clapham
17,2021-05-31 09:00:00,18.4,Clapham
18,2021-05-31 09:30:00,18.43,Clapham
19,2021-05-31 10:00:00,18.25,Clapham
20,2021-05-31 10:30:00,18.34,Clapham
21,2021-05-31 11:00:00,24.11,Clapham
22,2021-05-31 11:30:00,31.84,Clapham
23,2021-05-31 12:00:00,33.08,Clapham
24,2021-05-31 12:30:00,33.59,Clapham
25,2021-05-31 13:00:00,34.25,Clapham
26,2021-05-31 13:30:00,32.85,Clapham
27,2021-05-31 14:00:00,31.25,Clapham
28,2021-05-31 14:30:00,22.27,Clapham
29,2021-05-31 15:00:00,26.81,Clapham
30,2021-05-31 15:30:00,32.77,Clapham
31,2021-05-31 16:00:00,31.87,Clapham
32,2021-05-31 16:30:00,31.49,Clapham
33,2021-05-31 17:00:00,31.58,Clapham
34,2021-05-31 17:30:00,30.93,Clapham
35,2021-05-31 18:00:00,31.35,Clapham
36,2021-05-31 18:30:00,30.84,Clapham
37,2021-05-31 19:00:00,30.82,Clapham
38,2021-05-31 19:30:00,30.79,Clapham
39,2021-05-31 20:00:00,30.84,Clapham
40,2021-05-31 20:30:00,31.09,Clapham
41,2021-05-31 21:00:00,30.96,Clapham
42,2021-05-31 21:30:00,31.05,Clapham
43,2021-05-31 22:00:00,31.07,Clapham
44,2021-05-31 22:30:00,31.31,Clapham
45,2021-05-31 23:00:00,31.28,Clapham
46,2021-05-31 23:30:00,31.01,Clapham
47,2021-06-01 00:00:00,30.8,Clapham
0,2021-06-01 00:30:00,31.19,Clapham
1,2021-06-01 01:00:00,31.17,Clapham
2,2021-06-01 01:30:00,31.15,Clapham
3,2021-06-01 02:00:00,31.24,Clapham
4,2021-06-01 02:30:00,31.13,Clapham
5,2021-06-01 03:00:00,30.97,Clapham
6,2021-06-01 03:30:00,30.98,Clapham
7,2021-06-01 04:00:00,30.85,Clapham
8,2021-06-01 04:30:00,31.11,Clapham
9,2021-06-01 05:00:00,30.96,Clapham
10,2021-06-01 05:30:00,30.48,Clapham
11,2021-06-01 06:00:00,30.84,Clapham
12,2021-06-01 06:30:00,32.44,Clapham
13,2021-06-01 07:00:00,32.48,Clapham
14,2021-06-01 07:30:00,33.19,Clapham
15,2021-06-01 08:00:00,32.78,Clapham
16,2021-06-01 08:30:00,33.49,Clapham
17,2021-06-01 09:00:00,32.53,Clapham
18,2021-06-01 09:30:00,34.27,Clapham
19,2021-06-01 10:00:00,34.12,Clapham
20,2021-06-01 10:30:00,34.64,Clapham
21,2021-06-01 11:00:00,29.57,Clapham
22,2021-06-01 11:30:00,22.94,Clapham
23,2021-06-01 12:00:00,27.45,Clapham
24,2021-06-01 12:30:00,33.72,Clapham
25,2021-06-01 13:00:00,34.11,Clapham
26,2021-06-01 13:30:00,33.58,Clapham
27,2021-06-01 14:00:00,33.29,Clapham
28,2021-06-01 14:30:00,33.65,Clapham
29,2021-06-01 15:00:00,33.73,Clapham
30,2021-06-01 15:30:00,33.73,Clapham
31,2021-06-01 16:00:00,33.33,Clapham
32,2021-06-01 16:30:00,33.76,Clapham
33,2021-06-01 17:00:00,30.86,Clapham
34,2021-06-01 17:30:00,27.72,Clapham
35,2021-06-01 18:00:00,27.55,Clapham
36,2021-06-01 18:30:00,26.95,Clapham
37,2021-06-01 19:00:00,27.09,Clapham
38,2021-06-01 19:30:00,26.93,Clapham
39,2021-06-01 20:00:00,27.02,Clapham
40,2021-06-01 20:30:00,27.37,Clapham
41,2021-06-01 21:00:00,27.31,Clapham
42,2021-06-01 21:30:00,27.37,Clapham
43,2021-06-01 22:00:00,27.45,Clapham
44,2021-06-01 22:30:00,28.04,Clapham
45,2021-06-01 23:00:00,27.2,Clapham
46,2021-06-01 23:30:00,27.41,Clapham
47,2021-06-02 00:00:00,27.52,Clapham
